timestamp,model,route,latency_ms,question,answer
2025-12-25 15:17:17,N/A,sales_kpi,6,Sales bulan ni berapa?,"✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:22:30,N/A,sales_kpi,2,sales bulan ni berapa?,"✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:22:56,qwen2.5:7b,rag_docs,14472,apa policy  latest?,"📄 **Source: RAG + LLM**
- Medical Claim: 
  - Permanent employees: outpatient + specialist claims up to RM 300/month.
  - Contract employees: outpatient claims up to RM 150/month.
  - Claim must be submitted within 14 days with receipt and clinic name.

- Leave:
  - Annual Leave: 14 days/year (prorated).
  - Sick Leave: Medical certificate required.

- Overtime:
  - Overtime requires supervisor approval.
  - OT allowance is paid according to company guidelines."
2025-12-25 15:33:34,N/A,sales_kpi,4,"summarize this sales which highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:33:40,N/A,sales_kpi,2,"summarize this sales which highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:00,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:01,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:01,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:01,N/A,sales_kpi,3,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:02,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:02,N/A,sales_kpi,3,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:02,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:02,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:03,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:03,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:03,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:03,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:04,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:04,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:04,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:08,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:08,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:34:09,N/A,sales_kpi,2,"summarize this sales which highest product is highest? | Image: Image provided, but BLIP-2 is not available.","✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,4,sales bulan 2024-06 berapa?,"✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,2,sales bulan 2024-06 berapa?,"✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,2,sales bulan 2024-06 berapa?,"✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,6,banding sales bulan 2024-06 vs 2024-05,"✅ **Source: structured KPI**
📊 **Total Sales (RM) (MoM)**
- 2024-06: **99,852.83**
- 2024-05: **106,995.11**
- Change: **-7,142.28** (-6.68%)
- Rows used (current month): 4,981
- Dataset months available: 2024-01 → 2024-06
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,4,banding sales bulan 2024-06 vs 2024-05,"✅ **Source: structured KPI**
📊 **Total Sales (RM) (MoM)**
- 2024-06: **99,852.83**
- 2024-05: **106,995.11**
- Change: **-7,142.28** (-6.68%)
- Rows used (current month): 4,981
- Dataset months available: 2024-01 → 2024-06
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,5,banding sales bulan 2024-06 vs 2024-05,"✅ **Source: structured KPI**
📊 **Total Sales (RM) (MoM)**
- 2024-06: **99,852.83**
- 2024-05: **106,995.11**
- Change: **-7,142.28** (-6.68%)
- Rows used (current month): 4,981
- Dataset months available: 2024-01 → 2024-06
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,8,top 3 product bulan 2024-06,"✅ **Source: structured KPI**
🏆 **Top 3 Product by Total Sales (RM)**
- Month: **2024-06**

| Product        | Total Sales (RM)   |
|:---------------|:-------------------|
| Cheese Burger  | RM 20,250.99       |
| Beef Burger    | RM 19,705.96       |
| Chicken Burger | RM 18,916.92       |

Rows used: 4,981"
2025-12-25 15:49:14,N/A,sales_kpi,3,top 3 product bulan 2024-06,"✅ **Source: structured KPI**
🏆 **Top 3 Product by Total Sales (RM)**
- Month: **2024-06**

| Product        | Total Sales (RM)   |
|:---------------|:-------------------|
| Cheese Burger  | RM 20,250.99       |
| Beef Burger    | RM 19,705.96       |
| Chicken Burger | RM 18,916.92       |

Rows used: 4,981"
2025-12-25 15:49:14,N/A,sales_kpi,3,top 3 product bulan 2024-06,"✅ **Source: structured KPI**
🏆 **Top 3 Product by Total Sales (RM)**
- Month: **2024-06**

| Product        | Total Sales (RM)   |
|:---------------|:-------------------|
| Cheese Burger  | RM 20,250.99       |
| Beef Burger    | RM 19,705.96       |
| Chicken Burger | RM 18,916.92       |

Rows used: 4,981"
2025-12-25 15:49:14,N/A,sales_kpi,3,top 5 branch by sales bulan 2024-06,"✅ **Source: structured KPI**
🏆 **Top 5 Branch by Total Sales (RM)**
- Month: **2024-06**

| Branch                 | Total Sales (RM)   |
|:-----------------------|:-------------------|
| Johor Bahru Branch 2   | RM 9,834.18        |
| Kota Kinabalu Branch 2 | RM 9,618.72        |
| George Town Branch 2   | RM 9,225.09        |
| Bukit Bintang Branch 2 | RM 9,159.57        |
| Shah Alam Branch 2     | RM 8,506.74        |

Rows used: 4,981"
2025-12-25 15:49:14,N/A,sales_kpi,3,top 5 branch by sales bulan 2024-06,"✅ **Source: structured KPI**
🏆 **Top 5 Branch by Total Sales (RM)**
- Month: **2024-06**

| Branch                 | Total Sales (RM)   |
|:-----------------------|:-------------------|
| Johor Bahru Branch 2   | RM 9,834.18        |
| Kota Kinabalu Branch 2 | RM 9,618.72        |
| George Town Branch 2   | RM 9,225.09        |
| Bukit Bintang Branch 2 | RM 9,159.57        |
| Shah Alam Branch 2     | RM 8,506.74        |

Rows used: 4,981"
2025-12-25 15:49:14,N/A,sales_kpi,3,top 5 branch by sales bulan 2024-06,"✅ **Source: structured KPI**
🏆 **Top 5 Branch by Total Sales (RM)**
- Month: **2024-06**

| Branch                 | Total Sales (RM)   |
|:-----------------------|:-------------------|
| Johor Bahru Branch 2   | RM 9,834.18        |
| Kota Kinabalu Branch 2 | RM 9,618.72        |
| George Town Branch 2   | RM 9,225.09        |
| Bukit Bintang Branch 2 | RM 9,159.57        |
| Shah Alam Branch 2     | RM 8,506.74        |

Rows used: 4,981"
2025-12-25 15:49:14,N/A,sales_kpi,1,sales ikut state bulan 2024-06,"✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,1,sales ikut state bulan 2024-06,"✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,1,sales ikut state bulan 2024-06,"✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,1,sales ikut channel bulan 2024-06,"✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,1,sales ikut channel bulan 2024-06,"✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,2,sales ikut channel bulan 2024-06,"✅ **Source: structured KPI**
✅ **Total Sales (RM)**
- Month: **2024-06**
- Value: **RM 99,852.83**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,2,quantity terjual bulan 2024-06 berapa?,"✅ **Source: structured KPI**
✅ **Total Quantity**
- Month: **2024-06**
- Value: **9932**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,1,quantity terjual bulan 2024-06 berapa?,"✅ **Source: structured KPI**
✅ **Total Quantity**
- Month: **2024-06**
- Value: **9932**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,1,quantity terjual bulan 2024-06 berapa?,"✅ **Source: structured KPI**
✅ **Total Quantity**
- Month: **2024-06**
- Value: **9932**
- Rows used: 4,981
- Note: 'bulan ni' = latest month in dataset (**2024-06**) untuk demo offline."
2025-12-25 15:49:14,N/A,sales_kpi,4,top 3 state by quantity bulan 2024-06,"✅ **Source: structured KPI**
🏆 **Top 3 State by Total Quantity**
- Month: **2024-06**

| State        |   Total Quantity |
|:-------------|-----------------:|
| Sabah        |             1762 |
| Kuala Lumpur |             1715 |
| Penang       |             1695 |

Rows used: 4,981"
